id,Title,Ingredients,Steps,Loves,URL,Total Porsi,Waktu Memasak,Category,Title Cleaned,Total Ingredients,Ingredients Cleaned,Total Steps,Total Porsi (Floor),Waktu Memasak (Floor)
1624,"Tumis sehat (brokoli, jamur, ayam)",Dada ayam--Jamur--Wortel--Brokoli--Bawang bombay--Daun bawang--Bawang putih--Lada hitam--Cabai--,"1) Potong-potong ayam, bumbui dengan bawang putih dan lada hitam. Diamkan beberapa menit agar bumbu meresap.
2) Siapkan sayuran, potong-potong memanjang
3) Panaskan margarin
4) Masukkan potongan ayam yang sudah dibumbui. Tumis sampai ayam matang.
5) Tambahkan potongan bawang bombay. Tumis sampai bawang layu dan harum.
6) Masukkan potongan cabai.
7) Lalu tambahkan potongan jamur. Tumis sampai jamur layu.
8) Kemudian tambahkan potongan wortel (sebelumnya wortel sudah sebentar).
9) Tambahkan potongan brokoli (sebelumnya sudah sebentar).
10) Tumis semua bahan, agar tercampur rata dan matang sempurna.
11) Walaaa  tumisan siap disantap.",10,https://cookpad.com/id/resep/4335268-tumis-sehat-brokoli-jamur-ayam,4,35,ayam,tumis sehat ( brokoli jamur ayam ),9,"dada ayam , jamur , wortel , brokoli , bawang bombai , daun bawang , bawang putih , lada hitam , cabai",11,4,35
1625,Ayam Kampung Kuah Santan Pedas,1 kg ayam kampung--1 sachet santan instan (aku pake santan bumas)--Bumbu Halus :--1 butir kemiri--6 siung bawang putih--1 ruas jari kunyit--1/2 ruas jari kencur--secukupnya Terasi (aku pake 1 jumput)--sesuai selera Cabe rawit  (aku pake 9 buah cabe rawit)--1 sdm garam--2 sdm gula pasir--Bumbu Pelengkap:--1 buah tomat (potong dadu)--3 lembar daun salam--3 lembar daun jeruk--1 batang sereh (geprek)--Penyedap instan(masako ato royco)--Minyak goreng untuk menumis--Kaldu ayam bekas rebusan--,"1) Rebus ayam yang sudah dipotong hingga matang dan empuk
2) Haluskan semua bumbu halus, bisa pake blender atopun diulek
3) Panaskan minyak, tumis bumbu halus hingga harum, masukkan bumbu pelengkap, tumis hingga layu
4) Masukkan ayam aduk hingga bumbu merata, lalu tambahkan air kaldu ayam secukupnya
5) Setelah itu tambahkan santan aduk aduk hingga mendidih
6) Tambahkan penyedap, koreksi rasa
7) Ayam kampung kuah santan pedas siap dihidangkan",7,https://cookpad.com/id/resep/4335303-ayam-kampung-kuah-santan-pedas,4,52,ayam,ayam kampung kuah santan pedas,19,"ayam kampung , santan instan pake santan bumas , bumbu halus , kemiri , bawang putih , kunyit , kencur , terasi pake jumput , cabe rawit pake cabe rawit , garam , gula pasir , bumbu pelengkap , tomat potong dadu , daun salam , daun jeruk , serai geprek , penyedap instan masako ato royco , minyak goreng menumis , kaldu ayam bekas rebusan",7,4,52
1626,Mie Ayam,"Bahan yg dihaluskan :--10 siung bawang merah--5 siung bawang putih--1 sdm ketumbar--1 ruas jempol kunyit--5 buah kemiri--2 cm jahe--Bahan minyak ayam :--Bawang putih iris tipis--potong kecil Lemak dan kulit ayam--Tumis bawang putih masukkan lemak dan kulit ayam, masak sampai kulit kering dan minyak keluar--Bahan pelengkap :--Kecap manis,--lengkuas di geprek,--2 lbr daun salam,--3 lbr daun jeruk,--kecap asin,--saus tiram,--garam dan--penyedap--1 siung bawang putih ,--sedikit  garam--Bahan utama :--Ayam dan Ceker di rebus sampai empuk (ayam di potong dadu)--Resep sambal :--Cabe rawit, goreng sebentar dan ulek tambahkan--Kuah mie :--1000 ml air Didihkan kurang lebih , masukkan tulang2 ayam yg d potong2 tadi--5 siung bawang putih--4 siung bawang merah--1/2 sdt merica bubuk--1/2 sdt pala bubuk--Haluskan semua bumbu, tumis sampai harum, masukkan ke dlm kuah, beri garam, kaldu dan gula, tes rasa, masak sampai mendidih--","1) Tumis bumbu halus sampai harum, masukkan ceker dan ayam, aduk sampai rata. Tambahkan lengkuas, daun salam, dan daun jeruk, lalu beri kecap manis, garam dan penyedap rasa dan beri air. Aduk 10m sampai mengental, matikan kompor.
2) Penyajian : masukkan minyak ayam sedikit ke dlm mangkok, masukkan mie yg sudah d rebus, tambahkan air kuah, lalu aduk aduk, taruh ceker dan potongan ayam ke mangkok, tambahkan sawi yg sudah d rebus, sambal dan bawang goreng.",23,https://cookpad.com/id/resep/4335450-mie-ayam,7,42,ayam,mie ayam,33,"dihaluskan , bawang merah , bawang putih , ketumbar , jempol kunyit , kemiri , jahe , minyak ayam , bawang putih tipis , potong lemak kulit ayam , tumis bawang putih masukkan lemak kulit ayam , masak kulit kering minyak , pelengkap , kecap manis , lengkuas , daun salam , daun jeruk , kecap asin , saus tiram , garam , penyedap , bawang putih , garam , ayam ceker rebus empuk ayam potong dadu , resep sambal , cabe rawit , goreng sebentar ulek tambahkan , kuah mie , air didihkan , masukkan tulang ayam potong , bawang putih , bawang merah , merica bubuk , pala , haluskan bumbu , tumis harum , masukkan dlm kuah , garam , kaldu gula , tes , masak mendidih",2,7,42
1627,Sop ayam jamur,"1 ekor ayam kampung--1 kaleng jamur--2 wortel--1 kentang--2 liter air--secukupnya gula, garam--","1) Potong dan bersihkan semua bahan, masak dahulu air sampai mendidih, kemudian tambahkan semua bahan, sampai ayam empuk, sajikan menu sehat ini untuk keluarga",43,https://cookpad.com/id/resep/4291610-sop-ayam-jamur,7,41,ayam,sop ayam jamur,6,"ayam kampung , kaleng jamur , wortel , kentang , air , gula , garam",1,7,41
1628,Kare ayam no santan,500 gram daging ayam--Bumbu yg dihaluskan :--7 butir bawang merah--3-4 siung bawang putih--I jari kunyit--1 ruas jari jahe--1 buah cabe merah besar--5 buah cabe rawit merah--5 butir kemiri--1 sdt lada bubuk--2 sdt ketumbar bubuk--2 sdm minyak goreng--Bumbu rempah daun :--3 helai daun jeruk purut--5 lembar daun salam--2 batang serai di keprek--2 cm lengkuas di keprek--Secukupnya garam & gula--,"1) Cuci bersih ayam, sisihkan.
2) Tumis bumbu halus hingga harum, tambahkan rempah daun. Masukkan ayam masak hingga ayam berubah warna.
3) Tambahkan air kurleb 1,5 liter, masak hingga ayam matang, masukkan garam & gula.
4) Tes rasa, matikan api. Kare ayam pun siap dihidangkan.",13,https://cookpad.com/id/resep/4334844-kare-ayam-no-santan,7,44,ayam,kare ayam no santan,18,"daging ayam , bumbu dihaluskan , bawang merah , bawang putih , i kunyit , jahe , cabe merah , cabe rawit merah , kemiri , lada , biji ketumbar , minyak goreng , bumbu rempah daun , daun jeruk , daun salam , serai keprek , lengkuas keprek , garam & gula",4,7,44
1629,Kari Ayam,1/2 kg ayam potong--2 batang daun serai--2 lembar daun jeruk--2 lembar daun salam--1 liter santan encer--1/4 liter santan kental--Secukupnya air--Secukupnya bawang goreng--🌶Bumbu halus:--7 siung bawang merah--5 siung bawang putih--2 cm kunyit bakar--2 cm jahe--2 cm kencur--3 butir kemiri bakar--1/2 sdt merica bubuk--1 sdt ketumbar--Sejumput jinten--Secukupnya gula--Secukupnya garam--Secukupnya msg--Secukupnya royco ayam--,"1) Bersihkan ayam. Beri perasan jeruk nipis supaya tidak amis. Bilas hingga bersih.
2) Siapkan bumbu halus. Tumis beserta daun jeruk, daun salam dan serai hingga harum.
4) Masukkan ayam dan aduk hingga bumbu merata. Tambahkan air sampai ayam agak terendam. (bisa juga ayamnya digoreng dulu. Kalau ayamnya digoreng dulu gak usah ditambah air, langsung kasi santan encer saja).
5) Jika ayam sudah setengah matang tambahkan santan encer. Tunggu sampai agak menyusut, tambahkan santan kental. Tambahkan gula, garam, msg dan royco. Test rasa. Jika sudah agak nyusut dan rasanya sudah mantap angkat, sajikan dg taburan bawang goreng.
6) Ini baru mateng masih di wajan.",27,https://cookpad.com/id/resep/4334921-kari-ayam,3,51,ayam,kari ayam,22,"ayam potong , batang daun serai , daun jeruk , daun salam , santan encer , santan kental , air , bawang goreng , bumbu halus , bawang merah , bawang putih , kunyit , jahe , kencur , kemiri bakar , merica bubuk , ketumbar , jinten , gula , garam , msg , royco ayam",7,3,51
1630,Ayam Bumbu Madura,"1 ekor ayam--3 lembar daun jeruk--2 batang serai--1 ruas lengkuas--Bumbu halus:--12 bawang merah--4 bawang putih--10 cabe merah keriting--8 cabe rawit (optional)--1 sdt ketumbar--4 buah kemiri--1 sdt lada--2 ruas jahe--2 ruas kencur--2 ruas kunyit--1 ruas lengkuas--secukupnya Garam, gula, penyedap rasa--250 ml minyak--500 ml air--","1) Cuci bersih ayam. Kemudian haluskan bumbu.
2) Tumis bumbu bersama minyak tambahkan sereh, lengkuas dan daun jeruk. Tambahkan air dan garam, gula, penyedap rasa. Kemudian masukan ayam ungkep bersama bumbu. Masak hingga ayam matang.
3) Angkat ayam setelah empuk. Tinggalkan bumbunya. Kemudian masak kembali bumbu hingga berwarna hitam. Saya masak hampir 2 jam dengan api kecil.
4) Goreng ayam. Kemudian beri bumbu yg digodok tadi. Sajikan.",7,https://cookpad.com/id/resep/4334951-ayam-bumbu-madura,7,44,ayam,ayam bumbu madura,19,"ayam , daun jeruk , serai , lengkuas , bumbu halus , bawang merah , bawang putih , cabe merah keriting , cabe rawit , ketumbar , kemiri , lada , jahe , kencur , kunyit , lengkuas , garam , gula , penyedap , minyak , air",4,7,44
1631,Roti goreng isi ayam,"Bahan A:--450 gr Terigu protein tinggi(cakra)--50 gr Terigu protein sedang (segitiga)--40 gr Sagu tani--80 gr gula pasir--50 gr susu bubuk (dancow)--2 sdt fermifan/saft instant--1 btr kuning telur--2 btr telur utuh--225 ml Susu Cair dingin--Bahan B;--50 gr butter--40 gr mentega (sy ganti butter semua)--Sejumput garam--Tambahan :Putih Telor +Tepung roti untuk lapisan--Bahan isian:--250 gr dada ayam fillet--2 lbr daun salam,1bh serai ambil putihnya saja--1/2 sdt garam--1/2 sdt kaldu bubuk(sy ganti kaldu bubuk jamur merk totole)--1/4 sdt merica bubuk--1 sdm gula pasir--150 ml santan dari 1/4 kelapa--1 sdm minyak untuk menumis--Bumbu halus:--5 btr bawang merah--2 btr bawang putih--2 btr kemiri sangrai--1/4 sdt ketumbar sangrai--","1) Cara membuat isi:
Rebus daging ayam sampai matang. Angkat. Suwir suwir halus.
Tumis bumbu halus hingga harum, masukkan daun salam dan serai, ayam suwir, garam, kaldu bubuk, merica, gula dan santan. Masak hingga bumbu meresap dan kering.
2) Penampakan isian (isian seperti isian untuk lemper)
3) Uleni semua bahan A sampai kalis,masukkan bahan B ulen sampai elastis
4) Diamkan 30-35 menit sampai mengembang,kempeskan,timbang per 50gr diamkan 10 menit. Gilas,isi dengan isian ayam,tutup,rapikan lalu biarkan sampai mengembang  (maklumi bentuknya hihi..belajaran)
5) Lapisi putih telur,balur dengan tepung roti,goreng sampai coklat keemasan
6) Jadi nya begini nih..besar2
7) Punya saya blm sempurna. Kasih isi nya 1sdm..klo dah mekar ternyata kurang isinya
8) Jadinya kurleb 22bh",13,https://cookpad.com/id/resep/4335137-roti-goreng-isi-ayam,4,53,ayam,roti goreng isi ayam,29,"terigu protein cakra , terigu protein segitiga , sagu tani , gula pasir , susu bubuk dancow , fermifan saft instant , kuning telur , telur utuh , susu cair dingin , b , butter , mentega ganti butter , sejumput garam , tambahan putih telor +tepung roti lapisan , isian , dada ayam fillet , daun salam , serai ambil putihnya , garam , kaldu bubuk ganti kaldu bubuk jamur merk totole , merica bubuk , gula pasir , santan kelapa , minyak menumis , bumbu halus , bawang merah , bawang putih , kemiri , biji ketumbar",8,4,53
1632,Ayam woku,1/2 kg ayam--Bumbu halus:--8 bawang merah--6 bawang putih--2 buah kemiri--1 ruas jari jahe--1 ruas jari kunyit--5 buah cabe merah kriting--15 buah cabe rawit--1 buah tomat--Secukupnya garam--Secukupnya gula--Bahan pelengkap:--2 helai daun jeruk--1 batang serai iris serong--1/2 ikat kemangi--Secukupnya air--1 bungkus royco--,"1) Cuci bersih ayam dan rebus sebentar
2) Sambil menunggu ayam direbus, uleg bumbu hingga halus
3) Cek ayam jika sudah setengah matang, angkat dan tiriskan
4) Tumis bumbu halus, daun jeruk dengan api kecil hingga matang dan harum
5) Masukkan ayam yg sudah direbus dan ditiriskan
6) Aduk"" hingga bumbu merata
7) Kemudian tambahkan air 1gelas, lalu ungkep hingga bumbu meresap dan air agak berkurang
8) Setelah dirasa matang, tambahkan royco dan koreksi rasa
9) Jika sudah pas, masukkan irisan serai dan kemangi. Aduk aduk hingga layu
10) Lalu angkat dan hidangkan untuk keluarga",2,https://cookpad.com/id/resep/4334455-ayam-woku,4,39,ayam,ayam woku,18,"ayam , bumbu halus , bawang merah , bawang putih , kemiri , jahe , kunyit , cabe merah kriting , cabe rawit , tomat , garam , gula , pelengkap , daun jeruk , serai serong , kemangi , air , royco",10,4,39
1633,Ayam fillet woku,1 buah dada ayam fillet--2 ikat daun kemangi--Bumbu halus:--4 siung bawang merah--3 siung bawang putih--4 buah cabe merah keriting--3 buah cabe rawit setan (klo suka pedas bisa ditambahkan)--1 ruas kunyit--1 ruas jahe--3 buah kemiri--Bumbu pelengkap:--1 buah daun salam--3 buah daun jeruk--1 batang serai digeprek--4 buah cabe rawit (potong kasar)--Daun bawang--secukupnya Gula--secukupnya Garam--secukupnya Penyedap rasa--100 ml Air--Minyak goreng untuk menumis--,"1) Potong memanjang ayam filetnya kemudian goreng smp agak berwarna kecoklatan angkat dan tiriskan
2) Kemudian panas kan wajan, tumis bumbu halus sampai wangi kemudian masukkan bumbu pelengkap tumis sampai layu
3) Kemudiaan masukkan ayam lalu tumis sebentar kemudian masukkan air
4) Masak hingga air tiris kemudian masukan gula garam dan bumbu penyedap
5) Klo sudah pas rasanya baru masukkan daun kemangin dan daun bawang lalu masak hingga layu matikan kompor angkat dan sajikan",22,https://cookpad.com/id/resep/4334818-ayam-fillet-woku,6,41,ayam,ayam fillet woku,21,"dada ayam fillet , daun kemangi , bumbu halus , bawang merah , bawang putih , cabe merah keriting , cabe rawit setan klo suka pedas , kunyit , jahe , kemiri , bumbu pelengkap , daun salam , daun jeruk , serai digeprek , cabe rawit potong kasar , daun bawang , gula , garam , penyedap , air , minyak goreng menumis",5,6,41
1634,Ayam krispy saos madu,1 / 2 dada ayam--1 buah bawang bombay--1 sdk tepung beras--1 bks tepung serbaguna (merk apa aja ya)--Marinase ayam:--2 sdt kecap asin--1 sdt minyak wijen--1 siung bawang putih (cincang)--1 sdt lada bubuk--Bahan saos:--2 sdm madu--1 sdm kecap asin--1/2 sdt lada--Garam secukupnya (bila suka asin)--1 sdm margarine untuk menumis--Minyak untuk menggoreng--Wijen sangrai untuk taburan--,"1) Dada ayam buang tulang nya, potong daging ayam ukuran dadu (biwa pakai ayam fillet ya). Cuci bersih, tiriskan
2) Campur ayam dgn bumbu marinase lalu diamkan 10 mnt hingga bumbu menyerap
3) Campurkan tepung beras dan tepung serbaguna lalu tuang ke ayam yg sudaj di bumbui, aduk rata dan sambil di remas2, (bila ayam blm terbalut tepung semua bisa di tambahkan tepung serbaguna ya), lalu goreng ayam hingga matang keemasan
4) Campurkan bahan saos jadi 1, aduk rata
5) Potong bawang bombay sesuai selera, lalu tumis dgn margarine sampai layu, lalu masukan ayam dan bahan saos aduk rata, koreksi rasa, masak sebentar saja hingga saos mengental ya bun
6) Tata ayam saos madu di atas piring saji lalu taburi dgn wijen, bila tdk ada bisa di taburi dgn irisan daun bawang
7) Silakan mencoba",2,https://cookpad.com/id/resep/4333895-ayam-krispy-saos-madu,3,49,ayam,ayam krispy saos madu,17,"dada ayam , bawang bombai , sdk tepung beras , tepung merk , marinase ayam , kecap asin , minyak wijen , bawang putih cincang , lada , saos , madu , kecap asin , lada , garam suka asin , margarine menumis , minyak , wijen taburan",7,3,49
1635,Tongseng ayam joss,1/2 kg ayam--Irisan kol--2 buah cabe merah keriting (iris)--3 buah cabe rawit (iris)--Salam--1 Batang sere (geprek)--1 ruas Laos & jahe (geprek)--3 lembar daun jeruk--Bawang merah (iris)--Kecap--Gula jawa--Penyedap rasa--Sejumput irisan pala--Bumbu halus :--1 cm kunyit--1 sdt mrica bubuk--Sejumput ketumbar--1 butir miri--secukupnya Garam--,"1) Potong ayam kecil2,cuci,& rebus sebentar saja
2) Siapkan tempat untuk memasak beri minyak sedikit untuk menumis bumbu halus +gula Jawa, irisan cabai, tomat, jahe,serai,laos yang sudah di geprek, jangan lupa daun jeruk dan salam tumis hingga harum
3) Masuk kan ayam yang sudah direbus tadi aduk hingga rata, setelah berubah warna beri 2 gelas air tunggu mendidih masukkan kecap + penyedap rasa
4) Setelah rata dan mendidih masukkan irisan kol, aduk dan tunggu airnya agak menyusut
5) Setelah itu angkat dan siap di nikmati",6,https://cookpad.com/id/resep/4334411-tongseng-ayam-joss,7,43,ayam,tongseng ayam joss,19,"ayam , irisan kol , cabe merah keriting , cabe rawit , salam , batang serai geprek , laos & jahe , daun jeruk , bawang merah , kecap , gula jawa , penyedap , sejumput irisan pala , bumbu halus , kunyit , mrica bubuk , biji ketumbar , miri , garam",5,7,43
1636,Ayam Goreng Oat (#menuDiet),1/2 kg ayam fillet (potong tipis)--Oat (saya pakai queker oat merah)--Bumbu marinase (garam + merica + bawang putih)--1 butir telur--,"1) Rendam ayam fillet dalam bumbu marinase selama 30menit.pastikan tidak ada air
2) Masukkan telur lalu aduk.
3) Balutkan pada oat. Lalu goreng hingga matang.",9,https://cookpad.com/id/resep/4334499-ayam-goreng-oat-menudiet,7,37,ayam,ayam goreng oat (,4,"ayam fillet potong tipis , oat queker oat merah , bumbu marinase garam + merica + bawang putih , telur",3,7,37
1637,Ayam pekcamke (chicken hainanese),1 ekor ayam kampung--Jeruk nipis dan garam utk melumuri ayam--1 ruas jahe geprek--1 btg daun bawang kecil diikat--Air es utk merendam--Air utk memasak--Minyak wijen--Kecap asin--Bawang putih--,"1) Lumuri ayam dengan jeruk nipis dan garam...biarkan 5 menit cuci dan tiriskan
2) Masukkan jahe yg sdh digeprek dan daun bawang ke air yg mendidih dan masukkan ayam
3) Setelah air mendidih kembali sekitar 5 menit, angkat ayam dan masukkan ke air es selama 2 menit lalu angkat dan masukkan lagi ke air utk direbus...lakukan tahap ini sebyk 3x. Tahap ini utk membuat tulang ayam yg garing dan kulit yg kenyal.
4) Terakhir...rebus ayam selama 20 menit atau lebih tergantung besarnya ayam..
5) Stlh 20 menit, tutup api dan panci biarkan ayam didalam panci selama 15 menit
6) Potong2 ayam dan sajikan dipiring dengan diperciki minyak wijen yg banyak dan kecap asin sesuai selera.
7) Taburkan bawang putih cincang yg digoreng dengan minyak wijen..dan hias dgn daun ketumbar.",9,https://cookpad.com/id/resep/4292547-ayam-pekcamke-chicken-hainanese,4,46,ayam,ayam pekcamke ( chicken hainanese ),9,"ayam kampung , jeruk nipis garam utk melumuri ayam , jahe , btg daun bawang diikat , air es utk merendam , air utk memasak , minyak wijen , kecap asin , bawang putih",7,4,46
1638,Soto ayam untuk kemanten baru,Bumbu halus--4 siung bawang merah ukuran besar--4-5 siung bawang putih--4 buah kemiri--1 sdt ketumbar--2-3 ruas kunyit--1/4 ruas jahe--1/2 ruas lengkuas--Bumbu utuh--1 sereh--1 lbr daun salam--2 lbr daun jeruk--Pelengkap--1/2 kg ayam--jeuk nipis--2 tangkai daun bawang dan daun seledri--Kubis (aku skip)--Bumbu penyedap (masako)--garam--gula--sambal soto--,"1) 1/2 kg ayam rebus beri garam dan bumbu penyedap sampai air surut kira""sisa 1/4 dr air rebusan awal. Lalu suir""
2) Haluskan bumbu halus lalu tumis, beri sedikit air. Dan masukan bumbu utuh. Masak hingga bumbu benar"" matang (warnanya sedikit coklat)
3) Rebus air kira"" 1000cc, sesudah mendidih kemudian masukan bumbu yg sudah ditumis.
4) Masukan ayam, gula garam masako dikira"" saja dan tes rasa
5) Masukan daun bawang & seledri yg sudah di rajang. Aduk"" hingga mendidih
6) Untuk sambal soto bahanya 3siung bawang putih, 2 butir kemiri 10 buah cabe rawit",5,https://cookpad.com/id/resep/4334150-soto-ayam-untuk-kemanten-baru,5,42,ayam,soto ayam kemanten,21,"bumbu halus , bawang merah , bawang putih , kemiri , ketumbar , kunyit , jahe , lengkuas , bumbu utuh , serai , daun salam , daun jeruk , pelengkap , ayam , jeuk nipis , tangkai daun bawang daun seledri , kubis , bumbu penyedap masako , garam , gula , sambal soto",6,5,42
1639,Nugget mie ayam keju,"70 gr mie telur kering, rebus tiriskan (aku pake mie pipih)--100 gr daging ayam cincang--50 gr keju cheddar parut--1 buah bawang bombay uk. kecil, cincang--2 buah bawang putih, cincang--1 butir telur ayam--3 sdm peres tepung terigu--1 sdm susu bubuk, larutkan dg 75ml air--2 sdm butter/mentega--1 buah wortel uk sedang, parut--secukupnya gula, garam, kaldu bubuk--bahan pelapis : terigu yg di larutkan air--tepung panir/roti--","1) Tumis duo bawang dg butter smp harum. Sisihkan.
2) Campur semua bahan (mie, ayam, wortel, susu, terigu, telur, keju) aduk rata. Beri bumbu2, aduk rata. Koreksi rasa...
3) Tuang dalam loyang (aku alasi plastik saja). Ratakan. Kukus kurleb 25 menit (tutup dandang di bungkus lap bersih ya)
4) Angkat, dinginkan. Potong2... tadinya aku potong2 biasa ky gini. Tp si kecil minta di cetak..
5) Masukkan ke adonan pencelup (larutan terigu, ngirit telur ). Gulingkan ke tepung roti sampai rata. Lakukan sampai habis... bisa di simpan di freezer dl ato langsg di goreng...
6) Ini yg siap di makan... cocol saos",3,https://cookpad.com/id/resep/4333687-nugget-mie-ayam-keju,2,50,ayam,nugget mie ayam keju,13,"mie telur kering , rebus tiriskan pake mie pipih , daging ayam cincang , keju cheddar parut , bawang bombai , cincang , bawang putih , cincang , telur ayam , peres tepung terigu , susu bubuk , larutkan dg air , butter mentega , wortel , parut , gula , garam , kaldu bubuk , terigu larutkan air , tepung panir roti",7,2,50
1640,Opor Ayam Nyemek,1 ekor ayam kampung--1 gelas santan segar--Bumbu halus:--6 siung bawang putih--7 siung bawang merah--3 ruas kunyit--3 ruas jahe--2 ruas lengkuas--2 lembar daun jeruk--3 lembar daun salam--2 batang serai--1 sendok makan ketumbar--4 buah kemiri--Secukupnya gula jawa--Secukupnya garam--Secukupnya minyak goreng untuk menumis bumbu--secukupnya Air--,"1) Cuci bersih ayam kampung yang sudah dipotong
2) Siapkan bahan untuk bumbu
3) Haluskan bumbu yang sudah disiapkan (bawang putih, bawang merah, ketumbar, kemiri, garam, gula jawa, jahe, kunyit), geprek lengkuas dan serai bersama bumbu yang sudah dihaluskan
4) Ambil satu sendok makan bumbu yang sudah dihaluskan kemudian lumurkan pada ayam, diamkan selama 5 menit
5) Panaskan minyak goreng secukupnya dalam wajan, tumis bumbu halus sampai harum. Masukkan daun salam dan daun jeruk.
6) Masukkan ayam ke dalam bumbu, aduk merata. Tambahkan air secukupnya.
7) Ungkep ayam, biarkan ayam sampai setengah matang dan airnya berkurang.
8) Lalu masukkan santan, aduk merata dan biarkan hingga bumbu semakin meresap dan daging ayam lunak serta kuahnya mengental
9) Siapkan piring saji. Angkat ayam yang sudah masak. Sajikan di piring saji.. *boleh taburi bawang goreng diatas opornya agar lebih sedap",5,https://cookpad.com/id/resep/4333822-opor-ayam-nyemek,3,38,ayam,opor ayam nyemek,17,"ayam kampung , santan segar , bumbu halus , bawang putih , bawang merah , kunyit , jahe , lengkuas , daun jeruk , daun salam , serai , ketumbar , kemiri , gula jawa , garam , minyak goreng menumis bumbu , air",9,3,38
1641,Abon ayam 🐓 like abon sapi 🐄,"1 kg ayam fillet, rebus suwir2--300 ml santan--5 lembar daun jeruk--2 lembar daun salam--1 ruas lengkuas--2 batang sereh--Kecap--Gula pasir/gula merah--Garam--Kaldu jamur--Bumbu halus:--10 siung bawang merah--5 siung bawang putih--1/2 sdm ketumbar--3 butir kemiri--1 ruas kunyit--1 ruas jahe--","1) Suwir2 ayam, aku pake blender khusus daging supaya cepet
2) Blender/haluskan bumbu halus
3) Tumis bumbu halus, masukan bumbu pelengkap aduk sampe wangi
4) Masukan santan, kecap, gula, garam, kaldu jamur.
5) Aduk2 sampe air menyusut
6) Aduk lg sampe kering
7) Klo mau kering dan renyah, bs goreng lg dgn minyak panas sedikit aja sampe benar2 kering dan garing
8) Aku jadikan 2, setengah abon agak basah, dan stengah abon kering.. Abon basah bisa utk isian roti/bakpao",9,https://cookpad.com/id/resep/4334037-abon-ayam-%F0%9F%90%93-like-abon-sapi-%F0%9F%90%84,3,48,ayam,abon ayam like abon sapi,17,"ayam fillet , rebus suwir , santan , daun jeruk , daun salam , lengkuas , serai , kecap , gula pasir gula merah , garam , kaldu jamur , bumbu halus , bawang merah , bawang putih , ketumbar , kemiri , kunyit , jahe",8,3,48
1642,Ayam geprek super simpel,1 kg ayam potong (saya pake dada)--1 Tepung serbaguna saya pake tepung instan yg kemasan--10 biji cabe rawit (sesuai selera ya)--2 siung bawang putih (kalo cabenya banyak bisa ditambah bawang)--Garam--Gula--Air--Minyak goreng--,"1) Potong potong ayam bersihkan dan cuci tiriskan lalu taburkan garam sedikit tunggu 5 menit
2) Pisah tepung kering dah tepung basah
3) Setelah 5 menit berlalu ambil ayam celupkan ketepung basah terus tabur kw tepung kering sisihkan dipiring
4) Kalo sudah selesai semua taro ayam tadi ke kulkas dulu selama 10 menit sblum digoreng
5) Sembari nunggu ayam dikulkas sediakan 10 cabe rawit dan bawang ulek kasar masukan sedikit garam dan gula ulek lagi sisihkan
6) Setelah 10 menit goreng ayam diminyak yg stabil yaa jangan terlalu panas agar masak luar dalem,
7) Setelah selesai masak ayam ambil sedikit minyak yang masih panas bekas goreng ayam tadi lalu siram kan ke ulekan yang disisihkan tadi
8) Ulek kembali sampai rata lalu geprek ayam yg sudah matang tadi selesai
9) Selamat mencoba macan....",5,https://cookpad.com/id/resep/4334267-ayam-geprek-super-simpel,4,42,ayam,ayam geprek super simpel,8,"ayam potong pake dada , tepung pake tepung instan kemasan , biji cabe rawit , bawang putih kalo cabenya ditambah bawang , garam , gula , air , minyak goreng",9,4,42
1643,Ayam kampung goreng lengkuas,1 ekor ayam kampung (10 bagian)--2 lembar daun salam--Garam--Gula--Bumbu halus:--15 siung bawang putih--7 siung bawang merah--1 buah lengkuas ukuran besar--2 sdm ketumbar--2 butir kemiri--1 batang serai--1 ruas jempol jahe--1 ruas jempol kunyit--,"1) Presto, atau rebus ayam hingga empuk. (Saya rebus selama 3 jam dengan api kecil)
2) Tumis bumbu halus hingga harum dan mendidih.
3) Masukkan daun salam, aduk-aduk. Tambahkan sedikit air. Hingga mendidih.
4) Masukkan ayam, tambahkan gula dan garam aduk rata. Tambahkan air hingga ayam tertutup bumbu.
5) Masak dengan api kecil dan tutup wajannya. Biarkan hingga airnya surut dan bumbu meresap.
6) Setelah surut dan meresap, matikan api. Tiriskan ayam, pisahkan dengan bumbunya.
7) Goreng ayam dengan minyak panas. Setelah menggoreng ayam, barulah goreng bumbunya (jangan terlalu gosong)",4,https://cookpad.com/id/resep/4334332-ayam-kampung-goreng-lengkuas,2,50,ayam,ayam kampung goreng lengkuas,13,"ayam kampung , daun salam , garam , gula , bumbu halus , bawang putih , bawang merah , lengkuas , ketumbar , kemiri , serai , jempol jahe , jempol kunyit",7,2,50
